#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
ANP43737.1	ThsF	BGC0001391_c1	Thusin_biosynthetic_gene_cluster	45	100.0	176	3.4e-44
WP_009985599.1	multidrug_ABC_transporter	BGC0001311_c1	Flavecin_biosynthetic_gene_cluster	42	96.9696969697	165	6.1e-41
BAG71487.1	immunity_protein	BGC0000536_c1	Nisin_Q_biosynthetic_gene_cluster	41	97.8354978355	162	5.1e-40
AAC72253.1	LctF	BGC0000521_c1	Lacticin_481_biosynthetic_gene_cluster	39	103.896103896	160	2.5e-39
ADJ56360.1	NisF	BGC0000535_c1	Nisin_A_biosynthetic_gene_cluster	40	98.7012987013	159	5.7e-39
ABA00875.1	NsuF	BGC0000537_c1	Nisin_U_biosynthetic_gene_cluster	40	98.7012987013	158	1.3e-38
AHF21231.1	PabF	BGC0000542_c1	Paenicidin_B_biosynthetic_gene_cluster	36	102.597402597	156	3.7e-38
AEX55154.1	putative_lantibiotic_transport_ATP-binding_protein_SlvF	BGC0000549_c1	Salivaricin_D_biosynthetic_gene_cluster	39	97.4025974026	155	1.1e-37
ABP54626.1	ABC_transporter_related	BGC0000241_c1	Lomaiviticin_biosynthetic_gene_cluster	35	95.2380952381	153	4.1e-37
AHZ61838.1	Lom4	BGC0000240_c1	Lomaiviticin_biosynthetic_gene_cluster	35	95.2380952381	152	6.9e-37
AHX39585.1	ABC_transporter_protein	BGC0000626_c1	Thuricin_biosynthetic_gene_cluster	37	108.658008658	152	6.9e-37
CAB60255.1	MrsF_protein	BGC0000527_c1	Mersacidin_biosynthetic_gene_cluster	36	100.865800866	151	1.2e-36
AFW17839.1	PaeF	BGC0000541_c1	Paenicidin_A_biosynthetic_gene_cluster	35	102.597402597	151	1.2e-36
AAL15571.1	putative_SpaF	BGC0000511_c1	Ericin_A_biosynthetic_gene_cluster	40	102.164502165	151	1.5e-36
AAB91597.1	SpaF	BGC0000559_c1	Subtilin_biosynthetic_gene_cluster	39	103.03030303	150	2.6e-36
AEK64496.1	EtnF	BGC0000506_c1	Entianin_biosynthetic_gene_cluster	39	103.03030303	149	4.5e-36
BAB08166.1	SrtF	BGC0000556_c1	Streptin_biosynthetic_gene_cluster	39	96.1038961039	149	4.5e-36
ACX68646.1	transport_ATP-binding_protein	BGC0000547_c1	Salivaricin_9_biosynthetic_gene_cluster	38	98.2683982684	148	1e-35
ABI30231.1	McdF	BGC0000526_c1	Macedocin_biosynthetic_gene_cluster	41	91.341991342	147	1.7e-35
AAZ76598.1	BhtF	BGC0000497_c1	BhtA1_/_BhtA2_biosynthetic_gene_cluster	40	91.7748917749	147	1.7e-35
BAC98762.1	NukF	BGC0000539_c1	Nukacin_ISK-1_biosynthetic_gene_cluster	39	95.670995671	146	5e-35
ACA51937.2	BovF	BGC0000498_c1	Bovicin_HJ50_biosynthetic_gene_cluster	35	100.865800866	146	5e-35
BAJ10688.1	hypothetical_bacteriocin_immunity_protein	BGC0000561_c1	Thermophilin_1277_biosynthetic_gene_cluster	34	100.865800866	144	1.4e-34
ABO65658.1	Putative_ABC_transporter_ATP-binding_protein	BGC0000515_c1	Geobacillin_I_biosynthetic_gene_cluster	36	99.5670995671	144	1.9e-34
CAB93668.2	RumF_protein	BGC0000545_c1	Ruminococcin_A_biosynthetic_gene_cluster	35	104.329004329	143	3.2e-34
BAD72772.1		BGC0000552_c1	Smb_A_/_Smb_B_biosynthetic_gene_cluster	38	91.7748917749	142	7.2e-34
EEM14533.1	ABC_transporter,_ATP-binding_protein	BGC0001210_c1	Pseudomycoicidin_biosynthetic_gene_cluster	40	87.8787878788	140	2.1e-33
AAD21213.1	BcrA	BGC0000310_c1	Bacitracin_biosynthetic_gene_cluster	37	98.2683982684	139	3.6e-33
BAB78444.1		BGC0000555_c1	Staphylococcin_C55_alpha_/_staphylococcin_C55_beta_biosynthetic_gene	38	97.4025974026	139	6.1e-33
ALV82359.1	ABC_transporter_ATP-binding_protein	BGC0001370_c1	Lipopeptide_8D1-1_/_lipopeptide_8D1-2_biosynthetic_gene_cluster	36	92.6406926407	138	1.4e-32
ADK32562.1	putative_lantibiotic_ABC_transporter_ATP-binding_protein	BGC0000529_c1	Microbisporicin_biosynthetic_gene_cluster	35	101.298701299	138	1.4e-32
CAB38595.1	putative_ABC_transporter_ATP-binding_protein	BGC0000315_c1	Calcium-dependent_antibiotic_biosynthetic_gene_cluster	36	92.6406926407	135	6.7e-32
CAN02020.1	putative_ABC_transporter,_ATP-binding_protein	BGC0000528_c1	Michiganin_A_biosynthetic_gene_cluster	32	96.9696969697	135	8.8e-32
CCQ18687.1	ABC_transporter_ATP-binding_protein	BGC0000544_c1	Planosporicin_biosynthetic_gene_cluster	38	86.5800865801	134	2e-31
AAB92604.1	ScnF	BGC0000557_c1	Streptococcin_A-FF22_biosynthetic_gene_cluster	39	93.0735930736	131	1.3e-30
CCB53259.1	ABC_transporter_family_protein	BGC0001393_c1	Lugdunin_biosynthetic_gene_cluster	36	92.6406926407	131	1.7e-30
BAQ25488.1	multidrug_ABC_transporter_ATP-binding_protein	BGC0001288_c1	Maklamicin_biosynthetic_gene_cluster	33	90.4761904762	130	2.2e-30
ABC94899.1	GdmF	BGC0000514_c1	Gallidermin_biosynthetic_gene_cluster	40	79.6536796537	126	4.1e-29
ALV86877.1	Tlo31	BGC0001406_c1	Telomycin_biosynthetic_gene_cluster	32	92.6406926407	126	5.3e-29
AFP87531.1	ABC_transporter	BGC0001159_c1	Marinopyrrole_biosynthetic_gene_cluster	30	102.164502165	124	2e-28
ABD14713.1	CesC	BGC0000320_c1	Cereulide_biosynthetic_gene_cluster	34	103.03030303	121	1e-27
CAL82046.1	putative_cytolysin_ABC_transporter,_ATP-binding_protein	BGC0000564_c1	Clostridiolysin_S_biosynthetic_gene_cluster	32	103.03030303	119	5e-27
AAK33690.1	putative_ABC_transporter_(ATP-binding_protein)	BGC0000566_c1	Streptolysin_S_biosynthetic_gene_cluster	32	101.731601732	118	1.1e-26
CAC33840.1	hypothetical_protein	BGC0000523_c1	Lactocin_S_biosynthetic_gene_cluster	33	96.5367965368	117	2.5e-26
ABS75252.1	putative_ABC-transporter_ATP-binding_protein	BGC0000616_c1	Amylocyclicin_biosynthetic_gene_cluster	32	100.432900433	116	5.5e-26
WP_042386113.1	antibiotic_ABC_transporter_ATP-binding_protein	BGC0001170_c1	Clostridiolysin_S_biosynthetic_gene_cluster	30	101.731601732	113	3.6e-25
ACR50788.1	putative_ABC_transporter,_ATP_binding_component	BGC0000163_c1	Tetronasin_biosynthetic_gene_cluster	34	91.341991342	112	8e-25
CAI05930.1	putative_ATP-binding_protein	BGC0000696_c1	Gentamicin_biosynthetic_gene_cluster	31	96.5367965368	110	3e-24
ABQ04129.1	ABC_transporter_related,_ATPase_component	BGC0000838_c1	Flexirubin_biosynthetic_gene_cluster	29	104.761904762	109	4e-24
ERG36776.1	ABC_transporter_ATPase	BGC0000299_c1	Alterochromides_biosynthetic_gene_cluster	32	93.9393939394	108	1.1e-23
WP_010369407.1	ABC_transporter_ATPase	BGC0000314_c1	Bromoalterochromides_biosynthetic_gene_cluster	32	93.9393939394	108	1.1e-23
CCB53261.1	ABC_transporter_family_protein	BGC0001393_c1	Lugdunin_biosynthetic_gene_cluster	32	95.670995671	106	5.7e-23
AHI59106.1	putative_ATP_binding_protein_of_ABC_transporter	BGC0001005_c1	Locillomycin_biosynthetic_gene_cluster	31	102.597402597	105	7.5e-23
AHX24693.1	ABC_transporter_ATP-binding_protein	BGC0000200_c1	Arixanthomycin_biosynthetic_gene_cluster	27	103.896103896	105	9.7e-23
BAM66978.1	ABC_transporter,_ATP-binding_protein	BGC0000620_c1	Lacticin_Q_biosynthetic_gene_cluster	33	84.8484848485	105	9.7e-23
CAM56766.1	ExpB	BGC0000354_c1	Friulimicin_biosynthetic_gene_cluster	28	100.0	102	4.8e-22
ACU62752.1	ABC_transporter_related	BGC0001392_c1	Pinensins_biosynthetic_gene_cluster	30	100.0	102	6.3e-22
ctg1_orf15		BGC0000053_c1	Elaiophylin_biosynthetic_gene_cluster	30	94.3722943723	102	6.3e-22
CAJ88181.1	putative_ABC_transporter,_ATP-binding_subunit	BGC0000151_c1	Stambomycin_biosynthetic_gene_cluster	30	89.6103896104	102	8.2e-22
BAP34737.1	ABC-type_multidrug_transport_system	BGC0000078_c1	Incednine_biosynthetic_gene_cluster	28	94.3722943723	100	2.4e-21
AAZ23084.1	possible_ABC_transporter	BGC0000291_c1	A54145_biosynthetic_gene_cluster	29	95.2380952381	100	3.1e-21
AED99781.1	ABC-transporter	BGC0000599_c1	Thuricin_CD_alfa_/_thuricin_CD_beta_biosynthetic_gene_cluster	35	93.5064935065	99	4.1e-21
