#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
BAH33409.1	putative_non-ribosomal_peptide_synthetase	BGC0000371_c1	Heterobactin_biosynthetic_gene_cluster	35	40.5043341214	501	6.7e-141
ACU36654.1	amino_acid_adenylation_domain_protein	BGC0000392_c1	Mirubactin_biosynthetic_gene_cluster	34	41.0165484634	426	1.6e-118
AAZ55900.1	non-ribosomal_peptide_synthase:Amino_acid_adenylation	BGC0000359_c1	Fuscachelin_biosynthetic_gene_cluster	29	53.8613081166	386	2.4e-106
BAI63288.1	putative_non-ribosomal_peptide_synthetase	BGC0000434_c1	SW-163_biosynthetic_gene_cluster	25	87.6674546887	369	4e-101
AJI44167.1	long-chain-fatty-acid-CoA_ligase	BGC0001193_c1	Thiolutin_biosynthetic_gene_cluster	27	67.3758865248	326	3e-88
sln9	nonribosomal_peptide_synthetase	BGC0001230_c1	Salinamides_biosynthetic_gene_cluster	29	46.926713948	316	3.1e-85
CAB15186.3	siderophore_2,3-dihydroxybenzoate-glycine-threonine_trimeric_ester_bacillibactin_synthetase	BGC0000309_c1	Bacillibactin_biosynthetic_gene_cluster	26	38.9676910954	277	1.2e-73
AAZ23075.1	peptide_synthetase	BGC0000291_c1	A54145_biosynthetic_gene_cluster	27	47.4783293932	264	1.8e-69
AEA30272.1	peptide_synthetase	BGC0000429_c1	Skyllamycin_biosynthetic_gene_cluster	27	39.75571316	244	1.5e-63
BAE98155.1	putative_non-ribosomal_peptide_synthetase	BGC0000339_c1	Echinomycin_biosynthetic_gene_cluster	26	49.7635933806	243	1.9e-63
AAG31130.1	MxcG	BGC0001345_c1	Myxochelin_biosynthetic_gene_cluster	26	39.8739164697	231	9.9e-60
CAL80824.1	NRPS_module_protein	BGC0000997_c1	Glidobactin_biosynthetic_gene_cluster	27	39.8345153664	231	1.3e-59
WP_020635019.1	hypothetical_protein	BGC0001211_c1	Albachelin_biosynthetic_gene_cluster	28	38.9676910954	230	1.7e-59
AEF33078.1	dimodular_nonribosomal_peptide_synthetase	BGC0001039_c1	Pyridomycin_biosynthetic_gene_cluster	27	40.8983451537	228	8.4e-59
CBG75492.1	putative_NRPS/siderophore_biosynthesis_protein	BGC0000423_c1	Scabichelin_biosynthetic_gene_cluster	32	21.0795902285	228	1.1e-58
CAC48361.1	peptide_synthetase	BGC0000311_c1	Balhimycin_biosynthetic_gene_cluster	30	24.8620961387	215	7.3e-55
CBA63680.1	nonribosomal_peptide_synthetase_NRPS	BGC0000368_c1	Griseobactin_biosynthetic_gene_cluster	30	28.6840031521	215	7.3e-55
ALG65319.1	Cal17	BGC0001297_c1	WS9326_biosynthetic_gene_cluster	26	40.0315208826	214	1.3e-54
AET98906.1	putative_non-ribosomal_peptide_synthetase	BGC0000415_c1	Quinomycin_biosynthetic_gene_cluster	32	20.646178093	207	1.5e-52
BAD55612.1	non-ribosomal_peptide_synthetase	BGC0001027_c1	Nocobactin_NA_biosynthetic_gene_cluster	25	43.1442080378	207	1.5e-52
ALK27914.1	non-ribosomal_peptide_synthase	BGC0001233_c1	Feglymycin_biosynthetic_gene_cluster	25	47.8329393223	207	1.5e-52
ALG65317.1	Cal19	BGC0001297_c1	WS9326_biosynthetic_gene_cluster	29	25.0197005516	206	3.4e-52
AEI58866.1	peptide_synthetase	BGC0000455_c1	Vancomycin_biosynthetic_gene_cluster	30	21.0401891253	206	4.5e-52
CAG29032.1	nonribosomal_peptide_synthetase_(modules_3_to_6)	BGC0001023_c1	Myxochromide_biosynthetic_gene_cluster	27	35.1851851852	205	5.8e-52
CAC48360.1	peptide_synthetase	BGC0000311_c1	Balhimycin_biosynthetic_gene_cluster	31	23.719464145	205	9.9e-52
